data_as_of,start_date,end_date,group,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid,footnote
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,30-39 years,19,309,17,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,35-44 years,27,302,24,15,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,40-49 years,40,345,37,28,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,45-54 years,41,443,39,26,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,50-64 years,90,1073,85,45,,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,55-64 years,73,830,68,36,0,105,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,65-74 years,142,1327,131,94,,183,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,75-84 years,137,1350,123,81,,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Alaska,Female,85 years and over,117,1475,98,50,,166,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,All Ages,28231,211752,26033,16534,220,37936,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,Under 1 year,,1136,16,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,0-17 years,37,2277,58,15,,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,1-4 years,,278,10,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,5-14 years,15,380,20,10,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,15-24 years,115,2975,102,58,,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,18-29 years,268,5117,214,139,,345,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,25-34 years,466,5967,360,240,,592,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,30-39 years,718,7160,575,397,,904,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,35-44 years,974,7988,775,554,12,1206,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,40-49 years,1444,9478,1189,863,17,1785,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,45-54 years,2165,12798,1802,1314,23,2672,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,50-64 years,5680,34592,5088,3484,52,7331,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,55-64 years,4403,27102,4039,2720,36,5756,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,65-74 years,6903,44083,6483,4301,49,9132,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,75-84 years,7597,54521,7178,4449,45,10369,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,All Sexes,85 years and over,5584,54524,5248,2886,39,7982,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,All Ages,16642,116944,15215,9913,111,22048,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,Under 1 year,,632,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,0-17 years,22,1347,27,,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,1-4 years,,157,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,5-14 years,,211,10,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,15-24 years,71,2223,57,30,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,18-29 years,165,3817,132,83,,216,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,25-34 years,286,4328,212,138,,363,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,30-39 years,445,5011,345,239,,556,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,35-44 years,606,5442,485,348,,749,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,40-49 years,911,6243,735,541,,1110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,45-54 years,1410,8138,1140,854,11,1705,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,50-64 years,3574,21474,3093,2166,28,4528,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,55-64 years,2732,16761,2417,1660,19,3508,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,65-74 years,4142,25827,3848,2593,26,5422,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,75-84 years,4547,29677,4270,2723,19,6112,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Male,85 years and over,2836,23548,2765,1563,19,4055,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,All Ages,11589,94808,10818,6621,109,15888,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,Under 1 year,,504,10,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,0-17 years,15,930,31,10,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,1-4 years,0,121,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,5-14 years,,169,10,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,15-24 years,44,752,45,28,0,61,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,18-29 years,103,1300,82,56,0,129,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,25-34 years,180,1639,148,102,,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,30-39 years,273,2149,230,158,,348,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,35-44 years,368,2546,290,206,,457,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,40-49 years,533,3235,454,322,10,675,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,45-54 years,755,4660,662,460,12,967,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,50-64 years,2106,13118,1995,1318,24,2803,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,55-64 years,1671,10341,1622,1060,17,2248,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,65-74 years,2761,18256,2635,1708,23,3710,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,75-84 years,3050,24844,2908,1726,26,4257,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arizona,Female,85 years and over,2748,30976,2483,1323,20,3927,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,All Ages,11668,103890,11015,5717,144,17095,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,Under 1 year,,711,14,0,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,0-17 years,11,1244,23,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,1-4 years,,138,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,5-14 years,,205,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,15-24 years,27,1140,31,12,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,18-29 years,85,1870,75,42,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,25-34 years,152,2171,128,72,,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,30-39 years,220,2842,171,93,,303,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,35-44 years,348,3672,282,150,,486,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,40-49 years,540,4785,455,269,,731,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,45-54 years,765,6646,660,395,,1037,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,50-64 years,2196,19112,2069,1192,36,3106,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,55-64 years,1750,15170,1671,967,30,2482,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,65-74 years,2784,23131,2733,1486,37,4063,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,75-84 years,3167,26289,3058,1539,27,4711,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,All Sexes,85 years and over,2665,24617,2431,1094,29,4027,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,Male,All Ages,6256,54805,6049,3208,68,9161,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,Male,Under 1 year,,393,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,Male,0-17 years,,736,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,Male,1-4 years,,84,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,Male,5-14 years,,117,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Arkansas,Male,15-24 years,12,832,18,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
